chemical name,InChIKey,standardised_smiles,source,mitochondrial toxic
ISOPROPALIN,NEKOXWSIMFDGMA-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],tox21_mmp,toxic
87-02-5,KYARBIJYVGJZLB-UHFFFAOYSA-N,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,tox21_mmp,toxic
"O,P'-DDT",CVUGPAFCQJIYDT-UHFFFAOYSA-N,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,tox21_mmp,toxic
"2,2'-DICHLOROBIPHENYL",JAYCNKDKIKZTAF-UHFFFAOYSA-N,Clc1ccccc1-c1ccccc1Cl,tox21_mmp,toxic
DIAZOAMINOBENZENE,ALIFPGGMJDWMJH-UHFFFAOYSA-N,c1ccc(N=NNc2ccccc2)cc1,tox21_mmp,toxic
HEXYLRESORCINOL,WFJIVOKAWHGMBH-UHFFFAOYSA-N,CCCCCCc1ccc(O)cc1O,tox21_mmp,toxic
HEXYL 4-HYDROXYBENZOATE,ULULAZKOCFNOIM-UHFFFAOYSA-N,CCCCCCOC(=O)c1ccc(O)cc1,tox21_mmp,toxic
"2,2',4,4'-TETRAHYDROXYBENZOPHENONE",WXNRYSGJLQFHBR-UHFFFAOYSA-N,O=C(c1ccc(O)cc1O)c1ccc(O)cc1O,tox21_mmp,toxic
QUERCETIN,REFJWTPEDVJJIY-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,tox21_mmp,toxic
4-NITRO-O-PHENYLENEDIAMINE,RAUWPNXIALNKQM-UHFFFAOYSA-N,Nc1ccc([N+](=O)[O-])cc1N,tox21_mmp,toxic
"2,4-DI-TERT-BUTYLPHENOL",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,tox21_mmp,toxic
"PHENOL, 2-(1,1,3,3-TETRAMETHYLBUTYL)-",XSXWOBXNYNULJG-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccccc1O,tox21_mmp,toxic
TRETINOIN,SHGAZHPCJJPHSC-YCNIQYBTSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,tox21_mmp,toxic
AURAMINE O,KSCQDDRPFHTIRL-UHFFFAOYSA-N,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1.Cl,tox21_mmp,toxic
"2,6-DICHLORO-4-NITROANILINE",BIXZHMJUSMUDOQ-UHFFFAOYSA-N,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,tox21_mmp,toxic
CHLOROTRIANISENE,BFPSDSIWYFKGBC-UHFFFAOYSA-N,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,tox21_mmp,toxic
ENDOSULFAN,RDYMFSUJUZBWLH-UHFFFAOYSA-N,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,tox21_mmp,toxic
PYROGALLOL,WQGWDDDVZFFDIG-UHFFFAOYSA-N,Oc1cccc(O)c1O,tox21_mmp,toxic
"2,4,6-TRI-TERT-BUTYLPHENOL",PFEFOYRSMXVNEL-UHFFFAOYSA-N,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,tox21_mmp,toxic
"2,3',4,4'-TETRAHYDROXYBENZOPHENONE",UQQYIAVMUUJWGX-UHFFFAOYSA-N,O=C(c1ccc(O)c(O)c1)c1ccc(O)cc1O,tox21_mmp,toxic
CHLORPYRIFOS,SBPBAQFWLVIOKP-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,tox21_mmp,toxic
DICUMYL PEROXIDE,XMNIXWIUMCBBBL-UHFFFAOYSA-N,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,tox21_mmp,toxic
TETRASUL,QUWSDLYBOVGOCW-UHFFFAOYSA-N,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,tox21_mmp,toxic
RESERPINE,QEVHRUUCFGRFIF-MDEJGZGSSA-N,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,tox21_mmp,toxic
TETRADIFON,MLGCXEBRWGEOQX-UHFFFAOYSA-N,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,tox21_mmp,toxic
DIETHYLSTILBESTROL,RGLYKWWBQGJZGM-ISLYRVAYSA-N,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,tox21_mmp,toxic
MICHLER'S KETONE,VVBLNCFGVYUYGU-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,tox21_mmp,toxic
NITROFEN,XITQUSLLOSKDTB-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,tox21_mmp,toxic
RETINOL,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,tox21_mmp,toxic
"2,4-BIS(ALPHA,ALPHA-DIMETHYLBENZYL)PHENOL",FMUYQRFTLHAARI-UHFFFAOYSA-N,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,tox21_mmp,toxic
"2,2,4-TRIMETHYL-1,2-DIHYDROQUINOLINE",ZNRLMGFXSPUZNR-UHFFFAOYSA-N,CC1=CC(C)(C)Nc2ccccc21,tox21_mmp,toxic
2-METHYL-1-NITROANTHRAQUINONE,FYXKXZFTZBYYNP-UHFFFAOYSA-N,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,tox21_mmp,toxic
ACETALDEHYDE,IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O,tox21_mmp,toxic
DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV-RUELKSSGSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,tox21_mmp,toxic
CHRYSOIDINE,MCTQNEBFZMBRSQ-UHFFFAOYSA-N,Cl.Nc1ccc(N=Nc2ccccc2)c(N)c1,tox21_mmp,toxic
BENZETHONIUM CHLORIDE,UREZNYTWGJKWBI-UHFFFAOYSA-M,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],tox21_mmp,toxic
CHRYSOPHANOL,LQGUBLBATBMXHT-UHFFFAOYSA-N,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,tox21_mmp,toxic
8003-22-3,IZMJMCDDWKSTTK-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,tox21_mmp,toxic
992-59-6,SUXCALIDMIIJCK-UHFFFAOYSA-L,Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)[O-])c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)[O-])c2ccccc2c1N.[Na+].[Na+],tox21_mmp,toxic
ETHIDIUM BROMIDE,ZMMJGEGLRURXTF-UHFFFAOYSA-N,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-],tox21_mmp,toxic
TAURINE,XOAAWQZATWQOTB-UHFFFAOYSA-N,NCCS(=O)(=O)O,tox21_mmp,toxic
METHYLENE BLUE TRIHYDRATE,XQAXGZLFSSPBMK-UHFFFAOYSA-M,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-],tox21_mmp,toxic
DICHLORODIPHENYLSILANE,OSXYHAQZDCICNX-UHFFFAOYSA-N,Cl[Si](Cl)(c1ccccc1)c1ccccc1,tox21_mmp,toxic
112-02-7,WOWHHFRSBJGXCM-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],tox21_mmp,toxic
139-08-2,OCBHHZMJRVXXQK-UHFFFAOYSA-M,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],tox21_mmp,toxic
"1-AMINO-2,4-DIBROMOANTHRAQUINONE",ZINRVIQBCHAZMM-UHFFFAOYSA-N,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,tox21_mmp,toxic
"4,4'-AZODIANILINE",KQIKKETXZQDHGE-UHFFFAOYSA-N,Nc1ccc(N=Nc2ccc(N)cc2)cc1,tox21_mmp,toxic
3-METHYLCHOLANTHRENE,PPQNQXQZIWHJRB-UHFFFAOYSA-N,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,tox21_mmp,toxic
7411-49-6,KJDSORYAHBAGPP-UHFFFAOYSA-N,Cl.Cl.Cl.Cl.Nc1ccc(-c2ccc(N)c(N)c2)cc1N,tox21_mmp,toxic
FENTIN ACETATE,WDQNIWFZKXZFAY-UHFFFAOYSA-M,CC(=O)[O-].c1ccc([Sn+](c2ccccc2)c2ccccc2)cc1,tox21_mmp,toxic
ZINC DIBUTYLDITHIOCARBAMATE,BOXSVZNGTQTENJ-UHFFFAOYSA-L,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],tox21_mmp,toxic
RALOXIFENE,GZUITABIAKMVPG-UHFFFAOYSA-N,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,tox21_mmp,toxic
TRIHEXYLTETRADECYLPHOSPHONIUM DICYANAMIDE,DOMOOBQQQGXLGU-UHFFFAOYSA-N,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#CN=C=[N-],tox21_mmp,toxic
"PHOSPHONIUM, TRIHEXYLTETRADECYL-, SALT WITH 1,1,1-TRIFLUORO-N-((TRIFLUOROMETHYL)SULFONYL)METHANESULFONAMIDE (1:1)",HYNYWFRJHNNLJA-UHFFFAOYSA-N,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tox21_mmp,toxic
1-DECYL-3-METHYLIMIDAZOLIUM BROMIDE,HOISBTKPPVRFDS-UHFFFAOYSA-M,CCCCCCCCCCn1cc[n+](C)c1.[Br-],tox21_mmp,toxic
1-DECYL-3-METHYLIMIDAZOLIUM CHLORIDE,HTZVLLVRJHAJJF-UHFFFAOYSA-M,CCCCCCCCCCn1cc[n+](C)c1.[Cl-],tox21_mmp,toxic
1-DECYL-3-METHYLIMIDAZOLIUM HEXAFLUOROPHOSPHATE,OXZSRXCEZNETER-UHFFFAOYSA-N,CCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,tox21_mmp,toxic
"1,3-DIDECYL-2-METHYLIMIDAZOLIUM CHLORIDE",GJYWPRKIEORZLX-UHFFFAOYSA-M,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C.[Cl-],tox21_mmp,toxic
1-DODECYL-3-METHYLIMIDAZOLIUM TETRAFLUOROBORATE,DXBLSHGDRZIBJZ-UHFFFAOYSA-N,CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,tox21_mmp,toxic
404001-52-1,RSNWMNCQEJIOHL-UHFFFAOYSA-M,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,tox21_mmp,toxic
1-DODECYL-3-METHYL-1H-IMIDAZOL-3-IUM IODIDE,RQVJLVQTNZVVRZ-UHFFFAOYSA-M,CCCCCCCCCCCCn1cc[n+](C)c1.[I-],tox21_mmp,toxic
1-HEXADECYL-3-METHYLIMIDAZOLIUM TETRAFLUOROBORATE,WXCIBNGOVJQXTI-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,tox21_mmp,toxic
219947-96-3,DLCJUSZZKVAPPJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,tox21_mmp,toxic
1-TETRADECYL-3-METHYLIMIDAZOLIUM CHLORIDE,SDXDXENAFAXVMX-UHFFFAOYSA-M,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],tox21_mmp,toxic
1-BUTYL-4-METHYLPYRIDINIUM BROMIDE,UWVZAZVPOZTKNM-UHFFFAOYSA-M,CCCC[n+]1ccc(C)cc1.[Br-],tox21_mmp,toxic
1-BUTYL-4-METHYLPYRIDINIUM CHLORIDE,YTSDTJNDMGOTFN-UHFFFAOYSA-M,CCCC[n+]1ccc(C)cc1.[Cl-],tox21_mmp,toxic
TRIBUTYLTETRADECYLPHOSPHONIUM DODECYLBENZENESULFONATE,UIWFKZBONQGUDI-UHFFFAOYSA-M,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],tox21_mmp,toxic
2-BENZYLIDENEHEPTANOL,LIPHCKNQPJXUQF-KAMYIIQDSA-N,CCCCC/C(=C/c1ccccc1)CO,tox21_mmp,toxic
DODECYL GALLATE,RPWFJAMTCNSJKK-UHFFFAOYSA-N,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,tox21_mmp,toxic
BITHIONOLATE SODIUM,FNYZFZRGBBCWBI-UHFFFAOYSA-L,[Na+].[Na+].[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-],tox21_mmp,toxic
"3,3-DIPHENYLACRYLALDEHYDE",MWAFWBDWAWZJGK-UHFFFAOYSA-N,O=CC=C(c1ccccc1)c1ccccc1,tox21_mmp,toxic
326-06-7,VVXLFFIFNVKFBD-UHFFFAOYSA-N,O=C(CC(=O)C(F)(F)F)c1ccccc1,tox21_mmp,toxic
12-BROMO-1-DODECANOL,ASIDMJNTHJYVQJ-UHFFFAOYSA-N,OCCCCCCCCCCCCBr,tox21_mmp,toxic
5392-28-9,MQEFDQWUCTUJCP-UHFFFAOYSA-N,Nc1nc(N)c(N)c(N)n1.O=S(=O)(O)O,tox21_mmp,toxic
2-NITRO-4-THIOCYANATOANILINE,QUWHIBBGKKRYFW-UHFFFAOYSA-N,N#CSc1ccc(N)c([N+](=O)[O-])c1,tox21_mmp,toxic
PHLORETIN,VGEREEWJJVICBM-UHFFFAOYSA-N,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,tox21_mmp,toxic
"2-AMINO-4,6-DINITROPHENOL",QXYMVUZOGFVPGH-UHFFFAOYSA-N,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,tox21_mmp,toxic
DIPHENYL P-TOLYL PHOSPHATE,OJUZRFGUKHQNJX-UHFFFAOYSA-N,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,tox21_mmp,toxic
"1,8,9-TRIHYDROXYANTHRACENE",YUTJCNNFTOIOGT-UHFFFAOYSA-N,Oc1cccc2cc3cccc(O)c3c(O)c12,tox21_mmp,toxic
"NAPHTHALENE-1,4-DIAMINE",OKBVMLGZPNDWJK-UHFFFAOYSA-N,Nc1ccc(N)c2ccccc12,tox21_mmp,toxic
2-HYDROXYANTHRAQUINONE,GCDBEYOJCZLKMC-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2cc(O)ccc21,tox21_mmp,toxic
4-AMINO-3-METHYLPHENOL,QGNGOGOOPUYKMC-UHFFFAOYSA-N,Cc1cc(O)ccc1N,tox21_mmp,toxic
3331-46-2,AIGDHFJPKNZUOR-UHFFFAOYSA-N,O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34,tox21_mmp,toxic
5-NITROISATIN,UNMYHYODJHKLOC-UHFFFAOYSA-N,O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,tox21_mmp,toxic
CEDROL,SVURIXNDRWRAFU-OGMFBOKVSA-N,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,tox21_mmp,toxic
84-79-7,CWPGNVFCJOPXFB-UHFFFAOYSA-N,CC(C)=CCC1=C(O)c2ccccc2C(=O)C1=O,tox21_mmp,toxic
ANTHRONE,RJGDLRCDCYRQOQ-UHFFFAOYSA-N,O=C1c2ccccc2Cc2ccccc21,tox21_mmp,toxic
METHYL 3-PHENANTHRYL KETONE,JKVNPRNAHRHQDD-UHFFFAOYSA-N,CC(=O)c1ccc2ccc3ccccc3c2c1,tox21_mmp,toxic
10-CHLORO-9-ANTHRALDEHYDE,SHYBXXMECBHHFH-UHFFFAOYSA-N,O=Cc1c2ccccc2c(Cl)c2ccccc12,tox21_mmp,toxic
9-ANTHRACENECARBONITRILE,KEQZHLAEKAVZLY-UHFFFAOYSA-N,N#Cc1c2ccccc2cc2ccccc12,tox21_mmp,toxic
9-ANTHRACENEMETHANOL,JCJNNHDZTLRSGN-UHFFFAOYSA-N,OCc1c2ccccc2cc2ccccc12,tox21_mmp,toxic
4-PHENYLAZOPHENOL,BEYOBVMPDRKTNR-UHFFFAOYSA-N,Oc1ccc(N=Nc2ccccc2)cc1,tox21_mmp,toxic
95-83-0,BXIXXXYDDJVHDL-UHFFFAOYSA-N,Nc1ccc(Cl)cc1N,tox21_mmp,toxic
2-BENZYL-4-CHLOROPHENOL,NCKMMSIFQUPKCK-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cc1ccccc1,tox21_mmp,toxic
4-TERT-BUTYLCATECHOL,XESZUVZBAMCAEJ-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(O)c1,tox21_mmp,toxic
BISPHENOL A,IISBACLAFKSPIT-UHFFFAOYSA-N,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,tox21_mmp,toxic
EMODIN,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,tox21_mmp,toxic
BIS(TRIBUTYLTIN) OXIDE,VFWHRLHTRNDINW-UHFFFAOYSA-N,CCCC[Sn+](CCCC)CCCC.CCCC[Sn+](CCCC)CCCC.[O-2],tox21_mmp,toxic
2-TERT-BUTYLPHENOL,WJQOZHYUIDYNHM-UHFFFAOYSA-N,CC(C)(C)c1ccccc1O,tox21_mmp,toxic
"3,3'-DIMETHOXYBENZIDINE",JRBJSXQPQWSCCF-UHFFFAOYSA-N,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,tox21_mmp,toxic
2-TERT-BUTYL-4-METHOXYPHENOL,MRBKEAMVRSLQPH-UHFFFAOYSA-N,COc1ccc(O)c(C(C)(C)C)c1,tox21_mmp,toxic
"2,4-DI-TERT-PENTYLPHENOL",WMVJWKURWRGJCI-UHFFFAOYSA-N,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,tox21_mmp,toxic
4-TERT-BUTYLPHENOL,QHPQWRBYOIRBIT-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)cc1,tox21_mmp,toxic
4-NITROPHENOL,BTJIUGUIPKRLHP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1,tox21_mmp,toxic
SODIUM (2-PYRIDYLTHIO)-N-OXIDE,XNRNJIIJLOFJEK-UHFFFAOYSA-N,[Na+].[O-]n1ccccc1=S,tox21_mmp,toxic
DARBUFELONE MESYLATE,BAZGFSKJAVQJJI-CHHCPSLASA-N,CC(C)(C)c1cc(/C=C2\SC(N)=NC2=O)cc(C(C)(C)C)c1O.CS(=O)(=O)O,tox21_mmp,toxic
FANDOSENTAN POTASSIUM,MZWCHWWQSPPZRH-UHFFFAOYSA-M,CCc1cc(C2=C(C(=O)[O-])N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2.[K+],tox21_mmp,toxic
CP-457920,DGFVZQGXKQCQGK-UHFFFAOYSA-N,CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,tox21_mmp,toxic
SB236057A,LVCMHQCPNBYOGQ-UHFFFAOYSA-N,CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3.Cl,tox21_mmp,toxic
200940-23-4,OOOGUILTDUSZPA-UHFFFAOYSA-N,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2.Cl,tox21_mmp,toxic
PHARMAGSID_47315,CESIUPFUCGHEPP-UHFFFAOYSA-N,CCc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2CN2CCN(c3ccc(OC)cc3)CC2)ccc1OCC(=O)O,tox21_mmp,toxic
TPA-023B,PCZLQMGFNUNVOM-UHFFFAOYSA-N,CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1,tox21_mmp,toxic
HMR-1426,RUBKYBIDEVUTQU-UHFFFAOYSA-N,OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12,tox21_mmp,toxic
SSR240612,GLHHFOSVBQQNAW-GDYXXZBVSA-N,COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@H](C)CCC[C@@H]4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1.Cl,tox21_mmp,toxic
SURINABANT,HMXDWDSNPRNUKI-UHFFFAOYSA-N,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,tox21_mmp,toxic
SAR115740,OCSHTBUKRNOLMC-UHFFFAOYSA-N,O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1,tox21_mmp,toxic
DTXSID5047372,USXOYRFFKSZUAN-BOXHHOBZSA-M,CC[C@H](NC(=O)c1cc(F)ccc1[N-]S(=O)(=O)c1cccc2cccnc12)c1ccccc1.[Na+],tox21_mmp,toxic
SSR161421,FFHQNQNMELQOEF-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2nc3ccccc3c(NCc3ccccc3)c2C#N)cc1,tox21_mmp,toxic
DTXSID0047379,DRQOXZJWZHECAP-MGDILKBHSA-N,CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc21.Cl,tox21_mmp,toxic
DTXCID7027334,GHKNHBRWJYMSHK-FVKWTLKZSA-N,Fc1ccccc1[C@@H](F)COC1CCC(Nc2ncnc3[nH]ncc23)CC1,tox21_mmp,toxic
3ZF8ZLU9V7,KQJNPHDTBVUCDU-UHFFFAOYSA-M,CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1.[Na+],tox21_mmp,toxic
LOVASTATIN,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,tox21_mmp,toxic
"2-METHYL-4,6-DINITROPHENOL",ZXVONLUNISGICL-UHFFFAOYSA-N,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,tox21_mmp,toxic
THYMOL,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,tox21_mmp,toxic
"2,5-DI-TERT-BUTYLHYDROQUINONE",JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,tox21_mmp,toxic
2-TERT-BUTYL-4-ETHYLPHENOL,LZHCVNIARUXHAL-UHFFFAOYSA-N,CCc1ccc(O)c(C(C)(C)C)c1,tox21_mmp,toxic
"1,1,1-TRIS(4-HYDROXYPHENYL)ETHANE",BRPSWMCDEYMRPE-UHFFFAOYSA-N,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,tox21_mmp,toxic
DISULFIRAM,AUZONCFQVSMFAP-UHFFFAOYSA-N,CCN(CC)C(=S)SSC(=S)N(CC)CC,tox21_mmp,toxic
O-PHTHALALDEHYDE,ZWLUXSQADUDCSB-UHFFFAOYSA-N,O=Cc1ccccc1C=O,tox21_mmp,toxic
BENZIDINE,HFACYLZERDEVSX-UHFFFAOYSA-N,Nc1ccc(-c2ccc(N)cc2)cc1,tox21_mmp,toxic
TRIBUTYLTIN METHACRYLATE,LPUCKLOWOWADAC-UHFFFAOYSA-M,C=C(C)C(=O)[O-].CCCC[Sn+](CCCC)CCCC,tox21_mmp,toxic
HEXAFLUMURON,RGNPBRKPHBKNKX-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,tox21_mmp,toxic
PERFLUOROOCTANESULFONAMIDE,RRRXPPIDPYTNJG-UHFFFAOYSA-N,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,tox21_mmp,toxic
DINOSEB,OWZPCEFYPSAJFR-UHFFFAOYSA-N,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,tox21_mmp,toxic
CP-532623,TUPKOWFPVAXQFP-OFNKIYASSA-N,CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(C)=O)c2cc(C(F)(F)F)ccc2N1C(=O)OC(C)C,tox21_mmp,toxic
UK-373911,HGBGXSPIBLZGHS-SJCJKPOMSA-N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,tox21_mmp,toxic
DTXSID8047349,BQBQAWXALAGUIW-GHVWMZMZSA-N,CN1CCN(Cc2cc(-c3ccc4[nH]c(=O)oc4c3)co2)[C@@H](c2ccc(F)cc2)C1.Cl.O,tox21_mmp,toxic
SODIUM 4-NITROPHENOLATE,CURNJKLCYZZBNJ-UHFFFAOYSA-M,O=[N+]([O-])c1ccc([O-])cc1.[Na+],tox21_mmp,toxic
6-TERT-BUTYL-M-CRESOL,XOUQAVYLRNOXDO-UHFFFAOYSA-N,Cc1ccc(C(C)(C)C)c(O)c1,tox21_mmp,toxic
TEBUCONAZOLE,PXMNMQRDXWABCY-UHFFFAOYSA-N,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,tox21_mmp,toxic
"1,2-BENZISOTHIAZOL-3(2H)-ONE",DMSMPAJRVJJAGA-UHFFFAOYSA-N,O=c1[nH]sc2ccccc12,tox21_mmp,toxic
ZIRAM,DUBNHZYBDBBJHD-UHFFFAOYSA-L,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],tox21_mmp,toxic
HEPTACHLOR,FRCCEHPWNOQAEU-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,tox21_mmp,toxic
FLUTAMIDE,MKXKFYHWDHIYRV-UHFFFAOYSA-N,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,tox21_mmp,toxic
OCTHILINONE,JPMIIZHYYWMHDT-UHFFFAOYSA-N,CCCCCCCCn1sccc1=O,tox21_mmp,toxic
PIOGLITAZONE HYDROCHLORIDE,GHUUBYQTCDQWRA-UHFFFAOYSA-N,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,tox21_mmp,toxic
