chemical name,InChIKey,standardised_smiles,source,mitochondrial toxic,MW,LogP,Crippen MR,NHD,NHA,TPSA,HA Count
DTXSID7049005,JWRMHDSINXPDHB-UZNGINFASA-N,C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,tox21_mmp,toxic,494.5750000000004,3.4407000000000023,123.55160000000005,2,6,100.9,35
HYDROXYPROGESTERONE CAPROATE,DOMWKUIIPQCAJU-LJHIYBGHSA-N,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,tox21_mmp,toxic,428.6130000000003,5.969600000000007,120.35600000000007,0,4,60.440000000000005,31
FIDUXOSIN HYDROCHLORIDE,OFPMGRPQOZABPO-GZJHNZOKSA-N,COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2.Cl,tox21_mmp,toxic,592.1210000000001,4.680100000000005,162.87969999999967,1,9,102.33999999999999,41
3-METHYLBENZETHONIUM CHLORIDE,WYWSKWZUWZLELX-UHFFFAOYSA-M,Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],tox21_mmp,toxic,462.1180000000003,3.384820000000002,131.71240000000006,0,2,18.46,32
PROPYL GALLATE,ZTHYODDOHIVTJV-UHFFFAOYSA-N,CCCOC(=O)c1cc(O)c(O)c(O)c1,tox21_mmp,toxic,212.201,1.3701999999999999,52.00990000000003,3,5,86.99000000000001,15
PENFLURIDOL,MDLAAYDRRZXJIF-UHFFFAOYSA-N,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,tox21_mmp,toxic,523.9730000000002,7.532700000000006,129.9018,1,2,23.47,36
4-(2-PHENYLETHENYL)PYRIDINE,QKHRGPYNTXRMSL-UHFFFAOYSA-N,C(=Cc1ccncc1)c1ccccc1,tox21_mmp,toxic,181.238,3.2520000000000016,59.607000000000035,0,1,12.89,14
ESTRONE,DNXHEGUUPJUMQT-CBZIJGRNSA-N,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,tox21_mmp,toxic,270.37199999999996,3.817400000000002,77.73080000000004,1,2,37.3,20
DEXAMETHASONE DIPROPIONATE,CIWBQSYVNNPZIQ-PKWREOPISA-N,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,tox21_mmp,toxic,504.5950000000003,3.8175000000000026,128.27280000000007,1,7,106.97000000000001,36
AXITINIB,RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,tox21_mmp,toxic,386.48,4.639100000000004,113.21390000000001,2,4,70.67,28
BENIDIPINE HYDROCHLORIDE,KILKDKRQBYMKQX-MIPPOABVSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1.Cl,tox21_mmp,toxic,542.0320000000003,4.6322000000000045,144.47009999999983,1,8,111.00999999999999,38
BOSUTINIB METHANOATE,KBLGKECLADKUHT-UHFFFAOYSA-N,CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,tox21_mmp,toxic,562.4980000000004,4.798880000000004,151.49849999999975,2,9,103.11,38
SULTOPRIDE HYDROCHLORIDE,IGOWMQPOGQYFFM-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC.Cl,tox21_mmp,toxic,390.93300000000016,2.1247000000000003,100.57100000000005,1,5,75.71000000000001,25
VATALANIB DIHYDROCHLORIDE,AZUQEHCMDUSRLH-UHFFFAOYSA-N,Cl.Cl.Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,tox21_mmp,toxic,419.7430000000001,5.856200000000005,115.81169999999999,1,4,50.7,27
DTXSID7048291,KVFPRLVRGPLMDH-UHFFFAOYSA-N,O=C1C(I)=CC(=C(c2cc(I)c(O)c(I)c2)c2ccccc2C(=O)O)C=C1I,tox21_mmp,toxic,821.912,6.322000000000003,142.1770999999999,2,3,74.6,28
3-CHLOROPROPYLTRIMETHOXYSILANE,OXYZDRAJMHGSMW-UHFFFAOYSA-N,CO[Si](CCCCl)(OC)OC,tox21_mmp,toxic,198.72199999999998,1.4933999999999998,46.92500000000003,0,3,27.69,11
443-72-1,CKOMXBHMKXXTNW-UHFFFAOYSA-N,CNc1ncnc2nc[nH]c12,tox21_mmp,toxic,149.15699999999998,0.39460000000000006,41.2304,2,4,66.49000000000001,11
3-NITROPHENOL,RTZZCYNQPHTPPL-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(O)c1,tox21_mmp,toxic,139.10999999999999,1.3004,34.76120000000001,1,3,63.370000000000005,10
"PHENANTHRO[3,4-D]-1,3-DIOXOLE-5-CARBOXYLIC ACID, 8-METHOXY-6-NITRO-, SODIUM SALT (1:1)",BQVOPWJSBBMGBR-UHFFFAOYSA-M,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3.[Na+],tox21_mmp,toxic,363.2570000000001,-0.994,85.11390000000002,0,7,110.96000000000001,26
COUMESTROL,ZZIALNLLNHEQPJ-UHFFFAOYSA-N,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,tox21_mmp,toxic,268.224,3.1036,73.09160000000001,2,5,83.81,20
CHLOROSUCCINIC ACID,QEGKXSHUKXMDRW-UHFFFAOYSA-N,O=C(O)CC(Cl)C(=O)O,tox21_mmp,toxic,152.53300000000002,0.15309999999999996,29.52959999999999,2,2,74.6,9
"1,8-NAPHTHALIC ANHYDRIDE",GRSMWKLPSNHDHA-UHFFFAOYSA-N,O=C1OC(=O)c2cccc3cccc1c23,tox21_mmp,toxic,198.17699999999996,2.1504000000000003,53.69400000000002,0,3,43.370000000000005,15
"2,3,9,10-TETRAMETHOXY-5,6-DIHYDROISOQUINOLINO[2,1-B]ISOQUINOLIN-7-IUM;CHLORIDE;HYDRATE",PIQNSCSNSSZUIT-UHFFFAOYSA-M,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2.O.[Cl-],tox21_mmp,toxic,405.87800000000016,-0.4358999999999996,103.10480000000005,0,4,72.30000000000001,28
1-NITROPYRENE,ALRLPDGCPYIVHP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,tox21_mmp,toxic,247.253,4.492200000000002,76.80040000000004,0,2,43.14,19
"1,3-DIPHENYLUREA",GWEHVDNNLFDJLR-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1ccccc1,tox21_mmp,toxic,212.25199999999998,3.3306000000000013,65.52540000000003,2,1,41.13,16
"2-BROMO-4,6-DINITROANILINE",KWMDHCLJYMVBNS-UHFFFAOYSA-N,Nc1c(Br)cc([N+](=O)[O-])cc1[N+](=O)[O-],tox21_mmp,toxic,262.019,1.8477000000000001,51.86319999999999,1,5,112.30000000000001,14
2-AMINO-4-CHLORO-5-NITROPHENOL,ZARYBZGMUVAJMK-UHFFFAOYSA-N,Nc1cc(Cl)c([N+](=O)[O-])cc1O,tox21_mmp,toxic,188.57000000000002,1.536,44.183600000000006,2,4,89.39,12
PRAZEPAM,MWQCHHACWWAQLJ-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,tox21_mmp,toxic,324.8110000000001,3.934000000000003,93.47700000000005,0,2,32.67,23
"3,4-DICHLOROPHENYL ISOCYANATE",MFUVCHZWGSJKEQ-UHFFFAOYSA-N,O=C=Nc1ccc(Cl)c(Cl)c1,tox21_mmp,toxic,188.01299999999998,2.960700000000001,44.24350000000001,0,2,29.43,11
2-AMINO-4-CHLOROBENZOTHIAZOLE,OEQQFQXMCPMEIH-UHFFFAOYSA-N,Nc1nc2c(Cl)cccc2s1,tox21_mmp,toxic,184.65099999999998,2.5319000000000003,49.042400000000015,1,3,38.91,11
80-30-8,DKYVVNLWACXMDW-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,tox21_mmp,toxic,253.36699999999996,2.606020000000001,68.37350000000004,1,2,46.17,17
ISOTRETINOIN,SHGAZHPCJJPHSC-XFYACQKRSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,tox21_mmp,toxic,300.44200000000006,5.602600000000005,93.76180000000005,1,1,37.3,22
3-CHLOROPROPYLTRIETHOXYSILANE,KSCAZPYHLGGNPZ-UHFFFAOYSA-N,CCO[Si](CCCCl)(OCC)OCC,tox21_mmp,toxic,240.80299999999994,2.6637000000000013,60.776000000000046,0,3,27.69,14
"2,3,4,5-TETRACHLOROPHENOL",RULKYXXCCZZKDZ-UHFFFAOYSA-N,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,tox21_mmp,toxic,231.893,4.0058,48.146800000000006,1,1,20.23,11
76703-64-5,ZXQYGBMAQZUVMI-HQMWCCLBSA-N,CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,tox21_mmp,toxic,449.8560000000001,6.543980000000005,108.156,0,4,59.32000000000001,31
DIBUTYLTIN DIACETATE,JJLKTTCRRLHVGL-UHFFFAOYSA-L,CC(=O)[O-].CC(=O)[O-].CCCC[Sn+2]CCCC,tox21_mmp,toxic,351.0310000000001,0.6397999999999988,66.54600000000005,0,4,80.25999999999999,17
4-AMINODIPHENYLAMINE HYDROCHLORIDE,PNEVDCGZQWFIKV-UHFFFAOYSA-N,Cl.Nc1ccc(Nc2ccccc2)cc1,tox21_mmp,toxic,220.70300000000003,3.4342000000000015,67.82710000000003,2,2,38.05,15
"2,6-DIAMINOTOLUENE",RLYCRLGLCUXUPO-UHFFFAOYSA-N,Cc1c(N)cccc1N,tox21_mmp,toxic,122.17099999999998,1.1594200000000001,40.0038,2,2,52.04,9
"2,4-DINITROANILINE",LXQOQPGNCGEELI-UHFFFAOYSA-N,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],tox21_mmp,toxic,183.123,1.0852,44.163199999999996,1,5,112.30000000000001,13
BRIJ 98,KWVPFECTOKLOBL-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCCOCCO,tox21_mmp,toxic,312.538,6.032800000000007,97.35680000000008,1,2,29.46,22
1-METHYL-3-OCTYLIMIDAZOLIUM CHLORIDE,OXFBEEDAZHXDHB-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.[Cl-],tox21_mmp,toxic,230.78300000000004,-0.3228999999999984,58.98400000000005,0,1,8.809999999999999,15
"2,4-DIISOCYANATO-1-METHYLBENZENE",DVKJHBMWWAPEIU-UHFFFAOYSA-N,Cc1ccc(N=C=O)cc1N=C=O,tox21_mmp,toxic,174.159,1.9296200000000001,46.74200000000002,0,4,58.86,13
1-METHYLPYRENE,KBSPJIWZDWBDGM-UHFFFAOYSA-N,Cc1ccc2ccc3cccc4ccc1c2c34,tox21_mmp,toxic,216.283,4.892420000000002,74.88300000000004,0,0,0.0,17
"2,2',4,4',5-PENTABROMODIPHENYL ETHER",WHPVYXDFIXRKLN-UHFFFAOYSA-N,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,tox21_mmp,toxic,564.691,7.291400000000002,91.45800000000001,0,1,9.23,18
2-DODECYLPHENOL,CYEJMVLDXAUOPN-UHFFFAOYSA-N,CCCCCCCCCCCCc1ccccc1O,tox21_mmp,toxic,262.43699999999995,5.855600000000006,83.65480000000007,1,1,20.23,19
2-AMINO-4-PHENYLTHIAZOLE HYDROBROMIDE MONOHYDRATE,SBVYKOGRUCDICV-UHFFFAOYSA-N,Br.Nc1nc(-c2ccccc2)cs1.O,tox21_mmp,toxic,275.17100000000005,2.145500000000001,65.89820000000002,1,3,70.41,14
"2,2',3,3',4,4'-HEXACHLOROBIPHENYL",BTAGRXWGMYTPBY-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,tox21_mmp,toxic,360.88200000000006,7.274,81.938,0,0,0.0,18
"3,4,5-TRICHLOROPHENOL",GBNHEBQXJVDXSW-UHFFFAOYSA-N,Oc1cc(Cl)c(Cl)c(Cl)c1,tox21_mmp,toxic,197.448,3.3524000000000003,43.13680000000001,1,1,20.23,10
"N,N-DIMETHYL-P-PHENYLENEDIAMINE",BZORFPDSXLZWJF-UHFFFAOYSA-N,CN(C)c1ccc(N)cc1,tox21_mmp,toxic,136.19799999999998,1.3348,45.18140000000002,1,2,29.259999999999998,10
METHYL TRICLOSAN,NLYDHBBTVWMLFD-UHFFFAOYSA-N,COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,tox21_mmp,toxic,303.572,5.447700000000002,74.54000000000003,0,2,18.46,18
54574-82-2,QPNFUBAIQZJEPO-UHFFFAOYSA-N,CCCCN(CCCC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,tox21_mmp,toxic,369.46100000000007,4.728000000000005,106.96960000000007,2,4,77.84,27
FLUVALINATE,INISTDXBRIBGOC-UHFFFAOYSA-N,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,tox21_mmp,toxic,502.9200000000002,7.395680000000005,126.10669999999999,1,5,71.35,35
2-AMINO-4-METHOXYBENZOTHIAZOLE,YEBCRAVYUWNFQT-UHFFFAOYSA-N,COc1cccc2sc(N)nc12,tox21_mmp,toxic,180.23199999999997,1.8871,50.5844,1,4,48.14,12
3-AMINO-2-METHOXYDIBENZOFURAN,SGQVWNYSHWQNOS-UHFFFAOYSA-N,COc1cc2c(cc1N)oc1ccccc12,tox21_mmp,toxic,213.23600000000002,3.176800000000001,64.68440000000002,1,3,48.39,16
ZINC DIETHYLDITHIOCARBAMATE,RKQOSDAEEGPRER-UHFFFAOYSA-L,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Zn+2],tox21_mmp,toxic,361.94199999999995,2.3175,85.76800000000004,0,4,6.48,17
"1,4-BENZOQUINONE DIOXIME",DZCCLNYLUGNUKQ-UHFFFAOYSA-N,O=Nc1ccc(NO)cc1,tox21_mmp,toxic,138.12599999999998,1.8856,37.306200000000004,2,4,61.69,10
TECHNICAL CHLORDANE,BIWJNBZANLAXMG-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,tox21_mmp,toxic,409.78200000000015,5.682800000000001,81.21600000000002,0,0,0.0,18
IODOCHLORHYDROXYQUIN,QCDFBFJGMNKBDO-UHFFFAOYSA-N,Oc1c(I)cc(Cl)c2cccnc12,tox21_mmp,toxic,305.502,3.1984000000000004,61.134800000000006,1,2,33.120000000000005,13
"2,3,4-TRICHLOROPHENOL",HSQFVBWFPBKHEB-UHFFFAOYSA-N,Oc1ccc(Cl)c(Cl)c1Cl,tox21_mmp,toxic,197.448,3.3524000000000003,43.13680000000001,1,1,20.23,10
3-HYDROXYDIPHENYLAMINE,NDACNGSDAFKTGE-UHFFFAOYSA-N,Oc1cccc(Nc2ccccc2)c1,tox21_mmp,toxic,185.22600000000003,3.1358000000000006,57.83150000000003,2,2,32.26,14
5436-43-1,XYBSIYMGXVUVGY-UHFFFAOYSA-N,Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,tox21_mmp,toxic,485.795,6.528900000000002,83.75800000000001,0,1,9.23,17
PENTABROMOPHENOL,SVHOVVJFOWGYJO-UHFFFAOYSA-N,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,tox21_mmp,toxic,488.593,5.204700000000001,66.60679999999999,1,1,20.23,12
URSOL BLUE GREY OM,JGXPJGJSAMZYBO-UHFFFAOYSA-N,Cc1cc(Nc2ccc(O)cc2)ccc1N,tox21_mmp,toxic,214.268,3.02642,66.98090000000002,3,3,58.28,16
74-31-7,UTGQNNCQYDRXCH-UHFFFAOYSA-N,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,tox21_mmp,toxic,260.34000000000003,5.1738000000000035,85.89140000000003,2,2,24.06,20
"1,3-DIETHYL-1,3-DIPHENYLUREA",PZIMIYVOZBTARW-UHFFFAOYSA-N,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,tox21_mmp,toxic,268.36,4.159400000000003,84.32000000000005,0,1,23.550000000000004,20
101-96-2,FSWDLYNGJBGFJH-UHFFFAOYSA-N,CCC(C)Nc1ccc(NC(C)CC)cc1,tox21_mmp,toxic,220.35999999999999,4.107400000000003,73.19340000000005,2,2,24.06,16
SELENIOUS ACID,MCAHWIHFGHIESP-UHFFFAOYSA-N,O=[Se](O)O,tox21_mmp,toxic,128.97299999999998,-1.6136000000000001,10.878099999999998,2,1,57.53,4
4-SEC-BUTYLPHENOL,ZUTYZAFDFLLILI-UHFFFAOYSA-N,CCC(C)c1ccc(O)cc1,tox21_mmp,toxic,150.22099999999998,2.9057000000000013,46.81280000000004,1,1,20.23,11
122-19-0,SFVFIFLLYFPGHH-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],tox21_mmp,toxic,424.15700000000004,5.5285000000000055,126.6674000000001,0,0,0.0,29
"2,6-DI-TERT-BUTYLPHENOL",DKCPKDPYUFEZCP-UHFFFAOYSA-N,CC(C)(C)c1cccc(C(C)(C)C)c1O,tox21_mmp,toxic,206.32899999999995,3.9872000000000036,65.50680000000004,1,1,20.23,15
OLEAMIDE,FATBGEAMYMYZAF-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCC(N)=O,tox21_mmp,toxic,281.4839999999999,5.509200000000005,88.64640000000006,1,1,43.09,20
"2,3-DIAMINOTOLUENE",AXNUJYHFQHQZBE-UHFFFAOYSA-N,Cc1cccc(N)c1N,tox21_mmp,toxic,122.17100000000002,1.15942,40.0038,2,2,52.04,9
"4,4'-DIHYDROXYBIPHENYL",VCCBEIPGXKNHFW-UHFFFAOYSA-N,Oc1ccc(-c2ccc(O)cc2)cc1,tox21_mmp,toxic,186.21,2.764800000000001,55.20760000000003,2,2,40.46,14
3-AMINO-9-ETHYLCARBAZOLE HYDROCHLORIDE,UUYSTZWIFZYHRM-UHFFFAOYSA-N,CCn1c2ccccc2c2cc(N)ccc21.Cl,tox21_mmp,toxic,246.74099999999999,3.8184000000000027,76.77840000000002,1,2,30.95,17
BARIUM CHLORIDE DIHYDRATE,PWHCIQQGOQTFAE-UHFFFAOYSA-L,O.O.[Ba+2].[Cl-].[Cl-],tox21_mmp,toxic,244.264,-8.022199999999998,12.981599999999998,0,0,63.0,5
BENZYLHYDRAZINE DIHYDROCHLORIDE,MSJHOJKVMMEMNX-UHFFFAOYSA-N,Cl.Cl.NNCc1ccccc1,tox21_mmp,toxic,195.09300000000005,1.4935,51.96510000000002,2,2,38.05,11
"2,4-DIAMINOANISOLE SULFATE",FDJQHYWUHGBBTO-UHFFFAOYSA-N,COc1ccc(N)cc1N.O=S(=O)(O)O,tox21_mmp,toxic,236.249,0.20680000000000026,55.9962,4,5,135.87,15
ISOBUTYL 4-HYDROXYBENZOATE,XPJVKCRENWUEJH-UHFFFAOYSA-N,CC(C)COC(=O)c1ccc(O)cc1,tox21_mmp,toxic,194.23,2.205,53.227300000000035,1,3,46.53,14
6-NITROQUINOLINE,SMHPLBXIVNQFBA-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2ncccc2c1,tox21_mmp,toxic,174.159,2.143,48.397400000000026,0,3,56.03,13
SUDAN I,MRQIXHXHHPWVIL-UHFFFAOYSA-N,Oc1ccc2ccccc2c1N=Nc1ccccc1,tox21_mmp,toxic,248.285,4.9608000000000025,76.23080000000003,1,3,44.95,19
952-23-8,PBBGTVBGXBUVLT-UHFFFAOYSA-N,Cl.Nc1ccc2cc3ccc(N)cc3nc2c1,tox21_mmp,toxic,245.713,2.9742000000000006,75.32180000000002,2,3,64.93,17
719-22-2,RDQSIADLBQFVMY-UHFFFAOYSA-N,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,tox21_mmp,toxic,220.31199999999995,3.0832000000000015,65.09000000000003,0,2,34.14,16
"4,6-DICHLORORESORCINOL",GRLQBYQELUWBIO-UHFFFAOYSA-N,Oc1cc(O)c(Cl)cc1Cl,tox21_mmp,toxic,179.002,2.4045999999999994,39.79160000000002,2,2,40.46,10
HEPTYL 4-HYDROXYBENZOATE,ZTJORNVITHUQJA-UHFFFAOYSA-N,CCCCCCCOC(=O)c1ccc(O)cc1,tox21_mmp,toxic,236.311,3.5194000000000027,67.14830000000005,1,3,46.53,17
3-HYDROXYBENZOPHENONE,SHULEACXTONYPS-UHFFFAOYSA-N,O=C(c1ccccc1)c1cccc(O)c1,tox21_mmp,toxic,198.221,2.6232000000000006,57.981300000000026,1,2,37.3,15
131-54-4,SODJJEXAWOSSON-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,tox21_mmp,toxic,274.272,2.346000000000001,72.75010000000002,2,5,75.99000000000001,20
"BENZOIC ACID, 4-HYDROXY-, DODECYL ESTER",BAYSQTBAJQRACX-UHFFFAOYSA-N,CCCCCCCCCCCCOC(=O)c1ccc(O)cc1,tox21_mmp,toxic,306.44599999999997,5.469900000000006,90.23330000000006,1,3,46.53,22
NONYL 4-HYDROXYBENZOATE,MBNSKHJDYXPONL-UHFFFAOYSA-N,CCCCCCCCCOC(=O)c1ccc(O)cc1,tox21_mmp,toxic,264.365,4.299600000000004,76.38230000000004,1,3,46.53,19
RJX9MKQ44K,YKEXNVPSARYZDR-UHFFFAOYSA-N,COc1ccc(C(=O)c2cccc(O)c2)c(OC)c1,tox21_mmp,toxic,258.27299999999997,2.6404000000000005,71.08530000000003,1,4,55.760000000000005,19
PENTYL 4-HYDROXYBENZOATE,ZNSSPLQZSUWFJT-UHFFFAOYSA-N,CCCCCOC(=O)c1ccc(O)cc1,tox21_mmp,toxic,208.257,2.739200000000001,57.91430000000004,1,3,46.53,15
79-97-0,YMTYZTXUZLQUSF-UHFFFAOYSA-N,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,tox21_mmp,toxic,256.34499999999997,4.040540000000004,77.81560000000003,2,2,40.46,19
"4,4'-ETHYLIDENEBISPHENOL",HCNHNBLSNVSJTJ-UHFFFAOYSA-N,CC(c1ccc(O)cc1)c1ccc(O)cc1,tox21_mmp,toxic,214.26399999999998,3.249600000000002,63.73060000000004,2,2,40.46,16
TETRACHLOROBISPHENOL A,KYPYTERUKNKOLP-UHFFFAOYSA-N,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,tox21_mmp,toxic,366.071,6.037300000000004,88.3816,2,2,40.46,21
14868-03-2,OWEYKIWAZBBXJK-UHFFFAOYSA-N,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,tox21_mmp,toxic,281.13800000000003,4.292300000000002,73.94160000000002,2,2,40.46,18
"PHENOL, 4,4'-(OCTAHYDRO-4,7-METHANO-5H-INDEN-5-YLIDENE)BIS-",WWCSTJWKTAXUGJ-UHFFFAOYSA-N,Oc1ccc(C2(c3ccc(O)cc3)CC3CC2C2CCCC32)cc1,tox21_mmp,toxic,320.4320000000001,4.840000000000003,94.03860000000005,2,2,40.46,24
5-CHLORO-2-HYDROXYBENZOPHENONE,OMWSZDODENFLSV-UHFFFAOYSA-N,O=C(c1ccccc1)c1cc(Cl)ccc1O,tox21_mmp,toxic,232.666,3.2766000000000015,62.991300000000024,1,2,37.3,16
MENTHYL ANTHRANILATE,SOXAGEOHPCXXIO-UHFFFAOYSA-N,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,tox21_mmp,toxic,275.39200000000005,3.886400000000002,81.40090000000005,1,3,52.32,20
CHEMBL3185564,VFTURGJPQCAITG-UHFFFAOYSA-N,Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1,tox21_mmp,toxic,240.34599999999998,4.013520000000003,74.15800000000004,0,1,17.07,18
TETRAOCTYLPHOSPHONIUM BROMIDE,QVBRLOSUBRKEJW-UHFFFAOYSA-M,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],tox21_mmp,toxic,563.7740000000006,9.450000000000001,159.8919999999997,0,0,0.0,34
METHYLTRIOCTYLAMMONIUM TRIFLUOROMETHANESULFONATE,WYNCDLDEWVNKJX-UHFFFAOYSA-M,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])C(F)(F)F,tox21_mmp,toxic,517.7830000000004,8.565900000000008,136.6656,0,3,57.2,34
1-DECYL-3-METHYLIMIDAZOLIUM TETRAFLUOROBORATE,QGUMDWFYJYXDTH-UHFFFAOYSA-N,CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,tox21_mmp,toxic,310.188,4.753300000000005,78.40400000000004,0,1,8.809999999999999,21
1-DECYL-3-METHYLIMIDAZOLIUM TRIFLATE,YFLIZKWXKVXRES-UHFFFAOYSA-M,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,tox21_mmp,toxic,372.45300000000003,3.5047000000000024,83.97020000000005,0,4,66.01,24
1-DODECYL-3-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,OPXNHKQUEXEWAM-UHFFFAOYSA-M,CCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],tox21_mmp,toxic,286.89099999999996,1.2375,77.45200000000007,0,1,8.809999999999999,19
1-DODECYL-3-METHYLIMIDAZOLIUM HEXAFLUOROPHOSPHATE,MPHALGYBTKGJEV-UHFFFAOYSA-N,CCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,tox21_mmp,toxic,396.3999999999999,7.615900000000005,91.02000000000005,0,1,8.809999999999999,25
"2,3,5-TRICHLOROPHENOL",WWGQHTJIFOQAOC-UHFFFAOYSA-N,Oc1cc(Cl)cc(Cl)c1Cl,tox21_mmp,toxic,197.44799999999998,3.3523999999999994,43.13680000000001,1,1,20.23,10
88-26-6,HNURKXXMYARGAY-UHFFFAOYSA-N,CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,tox21_mmp,toxic,236.35499999999996,3.479500000000003,71.42960000000005,2,2,40.46,17
101-14-4,IBOFVQJTBBUKMU-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,tox21_mmp,toxic,267.159,3.7486000000000015,74.53480000000002,2,2,52.04,17
METHOPRENE,NFGXHKASABOEEW-LDRANXPESA-N,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,tox21_mmp,toxic,310.47800000000007,5.062000000000006,92.84500000000007,0,3,35.53,22
STROBANE,HBQPGVWPSQGTJK-TWELXNIESA-N,C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,tox21_mmp,toxic,377.35299999999995,5.506400000000001,78.60400000000003,0,0,0.0,17
