chemical name,InChIKey,standardised_smiles,source,mitochondrial toxic
ISTRADEFYLLINE,IQVRBWUUXZMOPW-PKNBQFBNSA-N,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,chembl_mito_safe_drugs,non-toxic
CHOLECALCIFEROL,QYSXJUFSXHHAJI-YRZJJWOYSA-N,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,chembl_mito_safe_drugs,non-toxic
AMINOCAPROIC ACID,SLXKOJJOQWFEFD-UHFFFAOYSA-N,NCCCCCC(=O)O,chembl_mito_safe_drugs,non-toxic
MOZAVAPTAN,WRNXUQJJCIZICJ-UHFFFAOYSA-N,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,chembl_mito_safe_drugs,non-toxic
TRICHLORMETHIAZIDE,LMJSLTNSBFUCMU-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,chembl_mito_safe_drugs,non-toxic
CHLORTHALIDONE,JIVPVXMEBJLZRO-UHFFFAOYSA-N,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,chembl_mito_safe_drugs,non-toxic
MOCLOBEMIDE,YHXISWVBGDMDLQ-UHFFFAOYSA-N,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,chembl_mito_safe_drugs,non-toxic
ESLICARBAZEPINE ACETATE,QIALRBLEEWJACW-INIZCTEOSA-N,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,chembl_mito_safe_drugs,non-toxic
RUPATADINE,WUZYKBABMWJHDL-UHFFFAOYSA-N,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,chembl_mito_safe_drugs,non-toxic
TRIHEXYPHENIDYL HYDROCHLORIDE,QDWJJTJNXAKQKD-UHFFFAOYSA-N,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,chembl_mito_safe_drugs,non-toxic
ETHOTOIN,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,CCN1C(=O)NC(c2ccccc2)C1=O,chembl_mito_safe_drugs,non-toxic
PARAMETHADIONE,VQASKUSHBVDKGU-UHFFFAOYSA-N,CCC1(C)OC(=O)N(C)C1=O,chembl_mito_safe_drugs,non-toxic
GLUTETHIMIDE,JMBQKKAJIKAWKF-UHFFFAOYSA-N,CCC1(c2ccccc2)CCC(=O)NC1=O,chembl_mito_safe_drugs,non-toxic
MIZOLASTINE,PVLJETXTTWAYEW-UHFFFAOYSA-N,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,chembl_mito_safe_drugs,non-toxic
SULFAPHENAZOLE,QWCJHSGMANYXCW-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,chembl_mito_safe_drugs,non-toxic
AMBRISENTAN,OUJTZYPIHDYQMC-LJQANCHMSA-N,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,chembl_mito_safe_drugs,non-toxic
RALOXIFENE HYDROCHLORIDE,BKXVVCILCIUCLG-UHFFFAOYSA-N,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,chembl_mito_safe_drugs,non-toxic
DESVENLAFAXINE,KYYIDSXMWOZKMP-UHFFFAOYSA-N,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,chembl_mito_safe_drugs,non-toxic
MINODRONIC ACID,VMMKGHQPQIEGSQ-UHFFFAOYSA-N,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,chembl_mito_safe_drugs,non-toxic
LASOFOXIFENE,GXESHMAMLJKROZ-IAPPQJPRSA-N,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,chembl_mito_safe_drugs,non-toxic
IMIDAPRIL,KLZWOWYOHUKJIG-BPUTZDHNSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,chembl_mito_safe_drugs,non-toxic
TRIFLURIDINE,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,chembl_mito_safe_drugs,non-toxic
OXYBUTYNIN CHLORIDE,SWIJYDAEGSIQPZ-UHFFFAOYSA-N,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,chembl_mito_safe_drugs,non-toxic
EZETIMIBE,OLNTVTPDXPETLC-XPWALMASSA-N,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,chembl_mito_safe_drugs,non-toxic
MIGALASTAT,LXBIFEVIBLOUGU-DPYQTVNSSA-N,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,chembl_mito_safe_drugs,non-toxic
POTASSIUM IODIDE,NLKNQRATVPKPDG-UHFFFAOYSA-M,[I-].[K+],chembl_mito_safe_drugs,non-toxic
TORSEMIDE,NGBFQHCMQULJNZ-UHFFFAOYSA-N,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,chembl_mito_safe_drugs,non-toxic
PREDNISOLONE ACETATE,LRJOMUJRLNCICJ-JZYPGELDSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,chembl_mito_safe_drugs,non-toxic
CLEBOPRIDE,BVPWJMCABCPUQY-UHFFFAOYSA-N,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,chembl_mito_safe_drugs,non-toxic
NORETHINDRONE,VIKNJXKGJWUCNN-XGXHKTLJSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,chembl_mito_safe_drugs,non-toxic
RAMIPRIL,HDACQVRGBOVJII-JBDAPHQKSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,chembl_mito_safe_drugs,non-toxic
LISINOPRIL,CZRQXSDBMCMPNJ-ZUIPZQNBSA-N,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,chembl_mito_safe_drugs,non-toxic
PRUCALOPRIDE,ZPMNHBXQOOVQJL-UHFFFAOYSA-N,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,chembl_mito_safe_drugs,non-toxic
DESLORATADINE,JAUOIFJMECXRGI-UHFFFAOYSA-N,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,chembl_mito_safe_drugs,non-toxic
ZOLMITRIPTAN,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,chembl_mito_safe_drugs,non-toxic
SULFAMETHIZOLE,VACCAVUAMIDAGB-UHFFFAOYSA-N,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,chembl_mito_safe_drugs,non-toxic
THIOTHIXENE,GFBKORZTTCHDGY-UWVJOHFNSA-N,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,chembl_mito_safe_drugs,non-toxic
CIPROFLOXACIN HYDROCHLORIDE,DIOIOSKKIYDRIQ-UHFFFAOYSA-N,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,chembl_mito_safe_drugs,non-toxic
NELFINAVIR MESYLATE,NQHXCOAXSHGTIA-SKXNDZRYSA-N,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,chembl_mito_safe_drugs,non-toxic
CINOXACIN,VDUWPHTZYNWKRN-UHFFFAOYSA-N,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,chembl_mito_safe_drugs,non-toxic
RAMELTEON,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,chembl_mito_safe_drugs,non-toxic
TINIDAZOLE,HJLSLZFTEKNLFI-UHFFFAOYSA-N,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,chembl_mito_safe_drugs,non-toxic
PENICILLIN G POTASSIUM,IYNDLOXRXUOGIU-LQDWTQKMSA-M,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],chembl_mito_safe_drugs,non-toxic
ACRIVASTINE,PWACSDKDOHSSQD-IUTFFREVSA-N,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,chembl_mito_safe_drugs,non-toxic
OXYBUTYNIN,XIQVNETUBQGFHX-UHFFFAOYSA-N,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,chembl_mito_safe_drugs,non-toxic
CARISOPRODOL,OFZCIYFFPZCNJE-UHFFFAOYSA-N,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,chembl_mito_safe_drugs,non-toxic
PROPANTHELINE BROMIDE,XLBIBBZXLMYSFF-UHFFFAOYSA-M,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],chembl_mito_safe_drugs,non-toxic
CYPROTERONE ACETATE,UWFYSQMTEOIJJG-FDTZYFLXSA-N,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,chembl_mito_safe_drugs,non-toxic
NAFTOPIDIL,HRRBJVNMSRJFHQ-UHFFFAOYSA-N,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,chembl_mito_safe_drugs,non-toxic
REPAGLINIDE,FAEKWTJYAYMJKF-QHCPKHFHSA-N,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,chembl_mito_safe_drugs,non-toxic
VERAPAMIL HYDROCHLORIDE,DOQPXTMNIUCOSY-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl,chembl_mito_safe_drugs,non-toxic
ISOSORBIDE MONONITRATE,YWXYYJSYQOXTPL-SLPGGIOYSA-N,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,chembl_mito_safe_drugs,non-toxic
TIOPRONIN,YTGJWQPHMWSCST-UHFFFAOYSA-N,CC(S)C(=O)NCC(=O)O,chembl_mito_safe_drugs,non-toxic
CARPROFEN,PUXBGTOOZJQSKH-UHFFFAOYSA-N,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,chembl_mito_safe_drugs,non-toxic
MOXISYLYTE,VRYMTAVOXVTQEF-UHFFFAOYSA-N,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,chembl_mito_safe_drugs,non-toxic
NITISINONE,OUBCNLGXQFSTLU-UHFFFAOYSA-N,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],chembl_mito_safe_drugs,non-toxic
AMIFAMPRIDINE,OYTKINVCDFNREN-UHFFFAOYSA-N,Nc1ccncc1N,chembl_mito_safe_drugs,non-toxic
VARDENAFIL HYDROCHLORIDE,XCMULUAPJXCOHI-UHFFFAOYSA-N,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl,chembl_mito_safe_drugs,non-toxic
GUANETHIDINE MONOSULFATE,YUFWAVFNITUSHI-UHFFFAOYSA-N,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,chembl_mito_safe_drugs,non-toxic
ORLISTAT,AHLBNYSZXLDEJQ-FWEHEUNISA-N,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,chembl_mito_safe_drugs,non-toxic
SPARSENTAN,WRFHGDPIDHPWIQ-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,chembl_mito_safe_drugs,non-toxic
BLONANSERIN,XVGOZDAJGBALKS-UHFFFAOYSA-N,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,chembl_mito_safe_drugs,non-toxic
RAMATROBAN,LDXDSHIEDAPSSA-OAHLLOKOSA-N,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,chembl_mito_safe_drugs,non-toxic
AMPICILLIN,AVKUERGKIZMTKX-NJBDSQKTSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,chembl_mito_safe_drugs,non-toxic
BUDESONIDE,VOVIALXJUBGFJZ-KWVAZRHASA-N,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,chembl_mito_safe_drugs,non-toxic
MODAFINIL,YFGHCGITMMYXAQ-UHFFFAOYSA-N,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,chembl_mito_safe_drugs,non-toxic
DEXIBUPROFEN,HEFNNWSXXWATRW-JTQLQIEISA-N,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,chembl_mito_safe_drugs,non-toxic
PALBOCICLIB,AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,chembl_mito_safe_drugs,non-toxic
ROFLUMILAST,MNDBXUUTURYVHR-UHFFFAOYSA-N,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,chembl_mito_safe_drugs,non-toxic
SAMIDORPHAN,RYIDHLJADOKWFM-MAODMQOUSA-N,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,chembl_mito_safe_drugs,non-toxic
TROFINETIDE,BUSXWGRAOZQTEY-SDBXPKJASA-N,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,chembl_mito_safe_drugs,non-toxic
NORETHYNODREL,ICTXHFFSOAJUMG-SLHNCBLASA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,chembl_mito_safe_drugs,non-toxic
LEVONORGESTREL,WWYNJERNGUHSAO-XUDSTZEESA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,chembl_mito_safe_drugs,non-toxic
MARALIXIBAT,STPKWKPURVSAJF-LJEWAXOPSA-N,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,chembl_mito_safe_drugs,non-toxic
METHYLTESTOSTERONE,GCKMFJBGXUYNAG-HLXURNFRSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,chembl_mito_safe_drugs,non-toxic
ELVITEGRAVIR,JUZYLCPPVHEVSV-LJQANCHMSA-N,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,chembl_mito_safe_drugs,non-toxic
BRINCIDOFOVIR,WXJFKKQWPMNTIM-VWLOTQADSA-N,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,chembl_mito_safe_drugs,non-toxic
NETUPITANT,WAXQNWCZJDTGBU-UHFFFAOYSA-N,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,chembl_mito_safe_drugs,non-toxic
FLUVOXAMINE MALEATE,LFMYNZPAVPMEGP-PIDGMYBPSA-N,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,chembl_mito_safe_drugs,non-toxic
RIVASTIGMINE TARTRATE,GWHQHAUAXRMMOT-MERQFXBCSA-N,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)C(O)C(O)C(=O)O,chembl_mito_safe_drugs,non-toxic
BOCEPREVIR,LHHCSNFAOIFYRV-DOVBMPENSA-N,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,chembl_mito_safe_drugs,non-toxic
PIMOZIDE,YVUQSNJEYSNKRX-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,chembl_mito_safe_drugs,non-toxic
DOMPERIDONE,FGXWKSZFVQUSTL-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,chembl_mito_safe_drugs,non-toxic
ETHIONAMIDE,AEOCXXJPGCBFJA-UHFFFAOYSA-N,CCc1cc(C(N)=S)ccn1,chembl_mito_safe_drugs,non-toxic
LETROZOLE,HPJKCIUCZWXJDR-UHFFFAOYSA-N,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,chembl_mito_safe_drugs,non-toxic
ALOGLIPTIN BENZOATE,KEJICOXJTRHYAK-XFULWGLBSA-N,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,chembl_mito_safe_drugs,non-toxic
FLUOXYMESTERONE,YLRFCQOZQXIBAB-RBZZARIASA-N,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,chembl_mito_safe_drugs,non-toxic
KANAMYCIN SULFATE,OOYGSFOGFJDDHP-KMCOLRRFSA-N,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,chembl_mito_safe_drugs,non-toxic
LINCOMYCIN,OJMMVQQUTAEWLP-KIDUDLJLSA-N,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,chembl_mito_safe_drugs,non-toxic
ALTRETAMINE,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,CN(C)c1nc(N(C)C)nc(N(C)C)n1,chembl_mito_safe_drugs,non-toxic
SAFINAMIDE,NEMGRZFTLSKBAP-LBPRGKRZSA-N,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,chembl_mito_safe_drugs,non-toxic
FLIBANSERIN,PPRRDFIXUUSXRA-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,chembl_mito_safe_drugs,non-toxic
PHENPROCOUMON,DQDAYGNAKTZFIW-UHFFFAOYSA-N,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,chembl_mito_safe_drugs,non-toxic
TELAPREVIR,BBAWEDCPNXPBQM-GDEBMMAJSA-N,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,chembl_mito_safe_drugs,non-toxic
RIFABUTIN,ZWBTYMGEBZUQTK-PVLSIAFMSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,chembl_mito_safe_drugs,non-toxic
APIXABAN,QNZCBYKSOIHPEH-UHFFFAOYSA-N,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,chembl_mito_safe_drugs,non-toxic
APREPITANT,ATALOFNDEOCMKK-OITMNORJSA-N,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,chembl_mito_safe_drugs,non-toxic
LINAGLIPTIN,LTXREWYXXSTFRX-QGZVFWFLSA-N,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,chembl_mito_safe_drugs,non-toxic
TRIOXSALEN,FMHHVULEAZTJMA-UHFFFAOYSA-N,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,chembl_mito_safe_drugs,non-toxic
FELODIPINE,RZTAMFZIAATZDJ-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,chembl_mito_safe_drugs,non-toxic
GLIMEPIRIDE,WIGIZIANZCJQQY-UHFFFAOYSA-N,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,chembl_mito_safe_drugs,non-toxic
SELEXIPAG,QXWZQTURMXZVHJ-UHFFFAOYSA-N,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,chembl_mito_safe_drugs,non-toxic
ATORVASTATIN CALCIUM,FQCKMBLVYCEXJB-MNSAWQCASA-L,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],chembl_mito_safe_drugs,non-toxic
PEMAFIBRATE,ZHKNLJLMDFQVHJ-RUZDIDTESA-N,CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,chembl_mito_safe_drugs,non-toxic
TICAGRELOR,OEKWJQXRCDYSHL-FNOIDJSQSA-N,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,chembl_mito_safe_drugs,non-toxic
URACIL MUSTARD,IDPUKCWIGUEADI-UHFFFAOYSA-N,Oc1ncc(N(CCCl)CCCl)c(O)n1,chembl_mito_safe_drugs,non-toxic
CHLORAMPHENICOL PALMITATE,PXKHGMGELZGJQE-ILBGXUMGSA-N,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,chembl_mito_safe_drugs,non-toxic
DROSPIRENONE,METQSPRSQINEEU-HXCATZOESA-N,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,chembl_mito_safe_drugs,non-toxic
IRBESARTAN,YOSHYTLCDANDAN-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,chembl_mito_safe_drugs,non-toxic
LEVOMETHADYL ACETATE,XBMIVRRWGCYBTQ-AVRDEDQJSA-N,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,chembl_mito_safe_drugs,non-toxic
TRANDOLAPRIL,VXFJYXUZANRPDJ-WTNASJBWSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,chembl_mito_safe_drugs,non-toxic
ZALEPLON,HUNXMJYCHXQEGX-UHFFFAOYSA-N,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,chembl_mito_safe_drugs,non-toxic
ESZOPICLONE,GBBSUAFBMRNDJC-INIZCTEOSA-N,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,chembl_mito_safe_drugs,non-toxic
DIPHENIDOL HYDROCHLORIDE,AVZIYZHXZAYGJS-UHFFFAOYSA-N,Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,chembl_mito_safe_drugs,non-toxic
QUINETHAZONE,AGMMTXLNIQSRCG-UHFFFAOYSA-N,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,chembl_mito_safe_drugs,non-toxic
DESOGESTREL,RPLCPCMSCLEKRS-BPIQYHPVSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,chembl_mito_safe_drugs,non-toxic
MOFEZOLAC,DJEIHHYCDCTAAH-UHFFFAOYSA-N,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,chembl_mito_safe_drugs,non-toxic
ERGOCALCIFEROL,MECHNRXZTMCUDQ-RKHKHRCZSA-N,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,chembl_mito_safe_drugs,non-toxic
SULFADOXINE,PJSFRIWCGOHTNF-UHFFFAOYSA-N,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,chembl_mito_safe_drugs,non-toxic
CEFIXIME,OKBVVJOGVLARMR-QSWIMTSFSA-N,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,chembl_mito_safe_drugs,non-toxic
LIOTHYRONINE,AUYYCJSJGJYCDS-LBPRGKRZSA-N,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,chembl_mito_safe_drugs,non-toxic
ABIRATERONE ACETATE,UVIQSJCZCSLXRZ-UBUQANBQSA-N,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,chembl_mito_safe_drugs,non-toxic
HYDROCORTISONE CYPIONATE,DLVOSEUFIRPIRM-KAQKJVHQSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,chembl_mito_safe_drugs,non-toxic
